,STNID,Lat,Long,Elevation,State,Sta.Name,GSNFlag,HCNFlag,WMOID,Method,ANNprcp_100thIN,ANNprcp_IN,FLAG1,AvgAnnNDS
221,USC00018998,33.9111,-87.8475,142.6,AL,WINFIELD 2 SW,,,NA,TRADITIONAL,6026,60.26,S,81.5
222,USC00020060,33.9433,-113.1875,659.9,AZ,AGUILA,,,NA,TRADITIONAL,888,8.88,R,15.9
223,USC00020080,32.3697,-112.86,539.5,AZ,AJO,,HCN,NA,TRADITIONAL,684,6.84,R,13.9
224,USC00020100,34.2281,-113.5778,393.2,AZ,ALAMO DAM,,,NA,TRADITIONAL,882,8.82,S,18.5
225,USC00020159,33.8492,-109.1469,2453.6,AZ,ALPINE,,,NA,TRADITIONAL,2194,21.94,R,52.1
226,USC00020174,33.7383,-109.1167,2051.3,AZ,ALPINE 8 SSE,,,NA,TRADITIONAL,2206,22.06,R,50.5
227,USC00020287,31.9792,-111.3831,838.2,AZ,ANVIL RCH,,,NA,TRADITIONAL,1141,11.41,R,27.4
228,USC00020288,33.4625,-111.4814,630.9,AZ,APACHE JUNCTION 5 NE,,,NA,TRADITIONAL,1328,13.28,R,25.3
229,USC00020380,31.5722,-111.335,1103.4,AZ,ARIVACA,,,NA,TRADITIONAL,1869,18.69,R,39.8
230,USC00020498,33.0869,-111.2864,472.4,AZ,ASHURST HAYDEN DAM,,,NA,TRADITIONAL,1031,10.31,R,23.6
231,USC00020586,34.5972,-113.1739,1205.5,AZ,BAGDAD,,,NA,TRADITIONAL,1671,16.71,R,29.2
232,USC00020632,33.8097,-111.6497,502.9,AZ,BARTLETT DAM,,,NA,TRADITIONAL,1481,14.81,R,25.6
233,USC00020670,34.6417,-111.7831,1074.4,AZ,BEAVER CREEK,,,NA,TRADITIONAL,1520,15.2,R,33.6
234,USC00020672,36.8969,-113.9425,571.5,AZ,BEAVER DAM,,,NA,TRADITIONAL,718,7.18,R,21.8
235,USC00020678,35.23,-111.8214,2179.9,AZ,BELLEMONT WFO,,,NA,TRADITIONAL,2015,20.15,R,44.8
236,USC00020683,31.8806,-110.2403,1124.7,AZ,BENSON 6 SE,,,NA,TRADITIONAL,1270,12.7,R,30
237,USC00020750,36.6778,-110.5411,2220.8,AZ,BETATAKIN,,,NA,TRADITIONAL,1280,12.8,R,34.7
238,USC00020775,31.4475,-109.9289,1694.7,AZ,BISBEE 1WNW,,,NA,TRADITIONAL,1905,19.05,R,39.3
239,USC00020808,33.4783,-109.7517,1848.6,AZ,BLACK RIVER PUMPS,,,NA,TRADITIONAL,2027,20.27,S,49.6
240,USC00020949,33.9431,-114.0242,281.9,AZ,BOUSE,,,NA,TRADITIONAL,574,5.74,S,14.3
241,USC00020958,32.325,-109.4917,1151.2,AZ,BOWIE,,,NA,TRADITIONAL,1210,12.1,S,31.2
242,USC00021001,36.2147,-112.062,2438.4,AZ,BRIGHT ANGEL RS,,,NA,TRADITIONAL,2468,24.68,R,49.6
243,USC00021026,33.3761,-112.5828,271.3,AZ,BUCKEYE,,HCN,NA,TRADITIONAL,876,8.76,R,17.2
244,USC00021050,35.1411,-114.5686,161.8,AZ,BULLHEAD CITY,,,NA,TRADITIONAL,598,5.98,S,12.7
245,USC00021231,31.5589,-110.5294,1527,AZ,CANELO 1 NW,,,NA,TRADITIONAL,1886,18.86,R,42.4
246,USC00021248,36.1533,-109.5394,1709.9,AZ,CANYON DE CHELLY,,HCN,NA,TRADITIONAL,958,9.58,R,29.1
247,USC00021282,33.8161,-111.9019,771.1,AZ,CAREFREE,,,NA,TRADITIONAL,1307,13.07,R,25.5
248,USC00021306,32.8878,-111.7117,427.6,AZ,CASA GRANDE,,,NA,TRADITIONAL,904,9.04,R,19.8
249,USC00021314,32.9947,-111.5367,432.5,AZ,CASA GRANDE NM,,,NA,TRADITIONAL,918,9.18,S,21.4
250,USC00021330,32.3222,-110.4147,973.5,AZ,CASCABEL,,,NA,TRADITIONAL,1390,13.9,S,34.1
251,USC00021353,33.9825,-112.3617,606.6,AZ,CASTLE HOT SPRINGS,,,NA,TRADITIONAL,1499,14.99,R,26
252,USC00021514,33.2058,-111.6819,434.3,AZ,CHANDLER HEIGHTS,,HCN,NA,TRADITIONAL,943,9.43,R,19.5
253,USC00021574,34.54,-110.9153,2135.4,AZ,CHEVELON RS,,,NA,TRADITIONAL,1891,18.91,R,45.1
254,USC00021614,34.3494,-111.6981,807.7,AZ,CHILDS,,HCN,NA,TRADITIONAL,1822,18.22,R,38.6
255,USC00021664,32.0061,-109.3572,1615.4,AZ,CHIRICAHUA NM,,,NA,TRADITIONAL,2070,20.7,R,43.8
256,USC00021849,33.0561,-109.3072,1072.9,AZ,CLIFTON,,,NA,TRADITIONAL,1595,15.95,R,41
257,USC00021920,36.9936,-112.9719,1524.3,AZ,COLORADO CITY,,,NA,TRADITIONAL,1400,14,S,36.9
258,USC00022109,34.305,-112.165,1149.4,AZ,CORDES,,,NA,TRADITIONAL,1634,16.34,S,31.3
259,USC00022140,31.3456,-110.2542,1597.8,AZ,CORONADO NM HQ,,,NA,TRADITIONAL,2195,21.95,R,44.3
260,USC00022434,32.9711,-113.4981,158.5,AZ,DATELAND WHITEWING RCH,,,NA,TRADITIONAL,472,4.72,R,10.9
261,USC00022659,31.345,-109.5394,1231.4,AZ,DOUGLAS,,,NA,TRADITIONAL,1391,13.91,R,29.6
262,USC00022754,32.7481,-109.1214,1115.6,AZ,DUNCAN,,,NA,TRADITIONAL,1181,11.81,S,29.6
263,USC00022790,33.6133,-114.4706,141.7,AZ,EHRENBERG 2 E,,,NA,TRADITIONAL,441,4.41,R,10.3
264,USC00022807,32.7819,-111.5186,470.9,AZ,ELOY 4 NE,,,NA,TRADITIONAL,1050,10.5,R,23.1
265,USC00023009,35.1611,-111.7311,2171.7,AZ,FLAGSTAFF 4 SW,,,NA,TRADITIONAL,2316,23.16,R,48.2
266,USC00023027,33.0364,-111.3881,426.7,AZ,FLORENCE,,,NA,TRADITIONAL,972,9.72,R,20.5
267,USC00023150,33.0094,-109.9855,864.1,AZ,FT THOMAS 2 SW,,,NA,TRADITIONAL,1047,10.47,S,26.3
268,USC00023160,35.2681,-111.7428,2239.4,AZ,FT VALLEY,,HCN,NA,TRADITIONAL,2096,20.96,R,45.1
269,USC00023190,33.6028,-111.7131,481.6,AZ,FOUNTAIN HILLS,,,NA,TRADITIONAL,1164,11.64,S,24.5
270,USC00023393,32.9481,-112.7131,224,AZ,GILA BEND,,,NA,TRADITIONAL,703,7.03,S,16.6
271,USC00023448,34.1111,-111.2758,883.9,AZ,GISELA,,,NA,TRADITIONAL,1755,17.55,S,36.9
272,USC00023505,33.3767,-110.7711,1112.5,AZ,GLOBE,,,NA,TRADITIONAL,1675,16.75,R,33.5
273,USC00023596,36.0528,-112.1503,2068.1,AZ,GRAND CANYON NP 2,,HCN,NA,TRADITIONAL,1594,15.94,R,40.2
274,USC00023668,31.8931,-110.9978,883.9,AZ,GREEN VALLEY,,,NA,TRADITIONAL,1419,14.19,R,31.3
275,USC00023683,34.0219,-109.4519,2522.2,AZ,GREER,,,NA,TRADITIONAL,2190,21.9,R,55.6
276,USC00024053,34.47,-112.8881,1011.9,AZ,HILLSIDE 4 NNE,,,NA,TRADITIONAL,1533,15.33,R,34.6
277,USC00024089,34.9094,-110.1544,1549.9,AZ,HOLBROOK,,HCN,NA,TRADITIONAL,864,8.64,R,24
278,USC00024182,33.9825,-111.7139,615.7,AZ,HORSESHOE DAM,,,NA,TRADITIONAL,1442,14.42,S,27.8
279,USC00024391,34.4025,-111.6181,1156.7,AZ,IRVING,,,NA,TRADITIONAL,2090,20.9,R,43.4
280,USC00024453,34.7522,-112.1114,1508.8,AZ,JEROME,,,NA,TRADITIONAL,1871,18.71,R,38.9
281,USC00024590,33.0483,-110.9125,557.8,AZ,KEARNY,,,NA,TRADITIONAL,1344,13.44,R,27.8
282,USC00024675,31.96,-111.5972,2069.6,AZ,KITT PEAK,,,NA,TRADITIONAL,2354,23.54,R,38.9
283,USC00024702,33.2742,-113.9653,541,AZ,KOFA MINE,,,NA,TRADITIONAL,680,6.8,S,14.6
284,USC00024761,34.5031,-114.3603,136.9,AZ,LAKE HAVASU CITY,,,NA,TRADITIONAL,384,3.84,P,8.4
285,USC00024829,33.3369,-112.1472,345.9,AZ,LAVEEN 3 SSE,,,NA,TRADITIONAL,850,8.5,S,20.1
286,USC00024849,36.8644,-111.6022,978.4,AZ,LEES FERRY,,HCN,NA,TRADITIONAL,703,7.03,R,18.9
287,USC00024977,33.4992,-112.3631,317,AZ,LITCHFIELD PARK,,,NA,TRADITIONAL,888,8.88,R,19.6
288,USC00025129,36.4192,-109.2269,1987.3,AZ,LUKACHUKAI,,,NA,TRADITIONAL,792,7.92,R,16.5
289,USC00025270,33.1139,-112.0303,353.6,AZ,MARICOPA 4 N,,,NA,TRADITIONAL,792,7.92,S,19
290,USC00025412,34.1142,-109.8589,2237.2,AZ,MC NARY 2N,,,NA,TRADITIONAL,2626,26.26,S,59.6
291,USC00025418,31.6017,-109.6686,1271,AZ,MC NEAL,,,NA,TRADITIONAL,1180,11.8,S,28.9
292,USC00025467,33.4114,-111.8183,376.4,AZ,MESA,,,NA,TRADITIONAL,949,9.49,R,21
293,USC00025512,33.4044,-110.87,1085.1,AZ,MIAMI,,HCN,NA,TRADITIONAL,1774,17.74,R,36.3
294,USC00025635,34.6106,-111.8381,969.3,AZ,MONTEZUMA CASTLE NM,,,NA,TRADITIONAL,1435,14.35,S,33
295,USC00025665,36.9853,-110.12,1676.7,AZ,MONUMENT VALLEY,,,NA,TRADITIONAL,523,5.23,R,11.5
296,USC00025700,33.5544,-111.4425,519.7,AZ,MORMON FLAT,,,NA,TRADITIONAL,1393,13.93,R,26.8
297,USC00025780,34.9364,-111.6392,1972.1,AZ,MUND'S PARK,,,NA,TRADITIONAL,2356,23.56,R,49
298,USC00025908,32.1167,-110.6833,929.6,AZ,N LAZY H RCH,,,NA,TRADITIONAL,1412,14.12,R,37.4
299,USC00025924,31.4553,-110.9681,1054.9,AZ,NOGALES 6 N,,,NA,TRADITIONAL,1805,18.05,S,38.9
300,USC00026037,34.9589,-111.7553,1566.4,AZ,OAK CREEK CANYON,,,NA,TRADITIONAL,2912,29.12,R,47.3
301,USC00026119,32.6025,-110.7344,1374.6,AZ,ORACLE 2 SE,,,NA,TRADITIONAL,2347,23.47,S,43.4
302,USC00026132,31.9556,-112.8003,511.5,AZ,ORGAN PIPE CACTUS NM,,,NA,TRADITIONAL,1025,10.25,R,20.1
303,USC00026180,36.9208,-111.4483,1301.5,AZ,PAGE,,,72378,TRADITIONAL,683,6.83,R,20
304,USC00026190,35.0681,-109.7689,1755.6,AZ,PAINTED DESERT NP,,,NA,TRADITIONAL,1083,10.83,R,29.5
305,USC00026250,34.1547,-114.2897,128,AZ,PARKER,,HCN,NA,TRADITIONAL,509,5.09,R,10.7
306,USC00026282,31.5481,-110.7517,1277.1,AZ,PATAGONIA #2,,,NA,TRADITIONAL,1845,18.45,S,39.5
307,USC00026328,35.5406,-113.4236,1472.8,AZ,PEACH SPRINGS,,,NA,TRADITIONAL,915,9.15,R,25.8
308,USC00026353,31.9356,-109.8378,1325.9,AZ,PEARCE - SUNSITES,,HCN,NA,TRADITIONAL,1333,13.33,R,32.5
309,USC00026468,34.7994,-109.885,1659.9,AZ,PETRIFIED FOREST NP,,,NA,TRADITIONAL,1046,10.46,R,29.6
310,USC00026471,36.1383,-112.0958,771.1,AZ,PHANTOM RANCH,,,NA,TRADITIONAL,1006,10.06,S,28.7
311,USC00026513,32.6464,-111.4017,603.8,AZ,PICACHO 8 SE,,,NA,TRADITIONAL,1041,10.41,R,24
312,USC00026597,34.1167,-109.9333,2121.4,AZ,PINETOP,,,NA,TRADITIONAL,2098,20.98,R,54.2
313,USC00026601,34.1242,-109.9219,2194.6,AZ,PINETOP 2E,,,NA,TRADITIONAL,2563,25.63,S,56
314,USC00026616,36.8586,-112.7386,1499.6,AZ,PIPE SPRINGS NATL MON,,,NA,TRADITIONAL,1095,10.95,R,29.5
315,USC00026653,34.0989,-110.9442,1539.2,AZ,PLEASANT VALLEY R S,,,NA,TRADITIONAL,2210,22.1,R,43.8
316,USC00026716,31.8828,-109.2058,1642.9,AZ,PORTAL 4 SW,,,NA,TRADITIONAL,2113,21.13,R,45.7
317,USC00026796,34.5706,-112.4322,1586.5,AZ,PRESCOTT,,HCN,NA,TRADITIONAL,1795,17.95,S,38.5
318,USC00026840,33.8556,-111.3064,708.7,AZ,PUNKIN CTR,,,NA,TRADITIONAL,1803,18.03,R,31.3
319,USC00026865,33.665,-114.2272,266.7,AZ,QUARTZSITE,,,NA,TRADITIONAL,498,4.98,R,10.7
320,USC00027036,32.3903,-110.4667,896.1,AZ,REDINGTON,,,NA,TRADITIONAL,1500,15,S,30.6
321,USC00027281,33.6731,-111.1508,672.1,AZ,ROOSEVELT 1 WNW,,HCN,NA,TRADITIONAL,1648,16.48,S,32.2
322,USC00027334,31.7561,-109.4131,1636.8,AZ,RUCKER CANYON,,,NA,TRADITIONAL,1995,19.95,S,41.8
323,USC00027370,33.0722,-111.7661,396.2,AZ,SACATON,,HCN,NA,TRADITIONAL,829,8.29,R,15.4
324,USC00027390,32.815,-109.6808,900.4,AZ,SAFFORD AGRICULTRL CTR,,HCN,NA,TRADITIONAL,967,9.67,S,25.1
325,USC00027435,34.5172,-109.4028,1764.8,AZ,SAINT JOHNS,,HCN,NA,TRADITIONAL,1050,10.5,R,28.6
326,USC00027462,33.6833,-113.4833,487.4,AZ,SALOME 17 SE,,,NA,TRADITIONAL,641,6.41,R,12.9
327,USC00027480,33.1819,-110.5261,771.8,AZ,SAN CARLOS RSVR,,,NA,TRADITIONAL,1488,14.88,R,33.5
328,USC00027488,35.2239,-109.3222,1784,AZ,SANDERS,,,NA,TRADITIONAL,1040,10.4,R,24.1
329,USC00027530,32.6014,-110.6339,1054.6,AZ,SAN MANUEL,,,NA,TRADITIONAL,1403,14.03,S,34.7
330,USC00027560,32.2714,-109.2256,1100.3,AZ,SAN SIMON,,,NA,TRADITIONAL,1105,11.05,R,24.7
331,USC00027593,31.7625,-110.8464,1310.6,AZ,SANTA RITA EXP RANGE,,,NA,TRADITIONAL,2297,22.97,R,45.9
332,USC00027619,31.4831,-111.5436,1094.2,AZ,SASABE,,,NA,TRADITIONAL,1676,16.76,R,32
333,USC00027622,31.6036,-111.6022,1165.9,AZ,SASABE 7 NW,,,NA,TRADITIONAL,1829,18.29,R,33.5
334,USC00027708,34.8956,-111.7644,1286.3,AZ,SEDONA,,,NA,TRADITIONAL,1850,18.5,S,36.6
335,USC00027716,35.3322,-112.8797,1600.2,AZ,SELIGMAN,,HCN,NA,TRADITIONAL,1279,12.79,S,32.1
336,USC00027855,34.2639,-110.0075,1954.1,AZ,SHOW LOW AP,,,NA,TRADITIONAL,1664,16.64,S,40.7
337,USC00027880,31.5553,-110.2847,1402.1,AZ,SIERRA VISTA,,,NA,TRADITIONAL,1420,14.2,R,34.3
338,USC00028012,34.5081,-110.0839,1719.7,AZ,SNOWFLAKE,,,NA,TRADITIONAL,1212,12.12,S,34
339,USC00028018,34.5,-110.3333,1853.2,AZ,SNOWFLAKE 15 W,,,NA,TRADITIONAL,1121,11.21,R,33.8
340,USC00028112,33.3814,-112.07,352,AZ,SOUTH PHOENIX,,,NA,TRADITIONAL,842,8.42,R,19.7
341,USC00028162,34.1311,-109.275,2133,AZ,SPRINGERVILLE,,,NA,TRADITIONAL,1188,11.88,R,33.8
342,USC00028214,33.5575,-111.5358,433.4,AZ,STEWART MOUNTAIN,,,NA,TRADITIONAL,1334,13.34,S,27.2
343,USC00028329,35.3694,-111.5436,2127.5,AZ,SUNSET CRATER NM,,,NA,TRADITIONAL,1724,17.24,R,42.6
344,USC00028348,33.3003,-111.0972,871.7,AZ,SUPERIOR,,,NA,TRADITIONAL,1870,18.7,R,37
345,USC00028349,33.305,-111.0672,1266.4,AZ,SUPERIOR 2 ENE,,,NA,TRADITIONAL,2391,23.91,R,45.8
346,USC00028396,32.7225,-113.9192,98.8,AZ,TACNA 3 NE,,,NA,TRADITIONAL,410,4.1,S,9.6
347,USC00028468,36.9233,-109.09,1612.4,AZ,TEEC NOS POS,,,NA,TRADITIONAL,845,8.45,R,22.7
348,USC00028499,33.4258,-111.9217,355.7,AZ,TEMPE ASU,,,NA,TRADITIONAL,933,9.33,S,20.6
349,USC00028516,36.03,-114.3289,390.1,AZ,TEMPLE BAR,,,NA,TRADITIONAL,568,5.68,R,15.2
350,USC00028598,33.4519,-112.2433,312.4,AZ,TOLLESON 1 E,,,NA,TRADITIONAL,946,9.46,S,21.2
351,USC00028619,31.7119,-110.0686,1420.1,AZ,TOMBSTONE,,HCN,NA,TRADITIONAL,1414,14.14,S,33.8
352,USC00028641,33.4203,-112.86,396.2,AZ,TONOPAH,,,NA,TRADITIONAL,660,6.6,P,16.9
353,USC00028650,34.3839,-111.0972,1947.7,AZ,TONTO CK FISH HAT NO2,,,NA,TRADITIONAL,3207,32.07,R,46.7
354,USC00028792,36.1306,-111.2436,1520.3,AZ,TUBA CITY,,,NA,TRADITIONAL,674,6.74,R,18.5
355,USC00028795,32.2542,-111.1961,780.6,AZ,TUCSON 17 NW,,,NA,TRADITIONAL,1216,12.16,R,28.4
356,USC00028796,32.2817,-110.9442,710.2,AZ,TUCSON CAMP AVE EXP,,,NA,TRADITIONAL,1201,12.01,S,27.5
357,USC00028800,32.25,-110.8333,769.9,AZ,TUCSON MAGNETIC OBSY,,,NA,TRADITIONAL,1415,14.15,R,35.8
358,USC00028815,32.2292,-110.9536,742.2,AZ,TUCSON WFO,,HCN,NA,TRADITIONAL,1162,11.62,R,27
359,USC00028817,32.2581,-111.0053,705.6,AZ,TUCSON U OF A #1,,,NA,TRADITIONAL,1130,11.3,S,28.6
360,USC00028865,31.5678,-111.0497,995.8,AZ,TUMACACORI NM,,,NA,TRADITIONAL,1656,16.56,R,35.4
361,USC00028904,34.7706,-112.0264,1057.7,AZ,TUZIGOOT,,,NA,TRADITIONAL,1271,12.71,S,30.8
362,USC00028998,32.1264,-110.7247,908.3,AZ,VAIL 7 N,,,NA,TRADITIONAL,1402,14.02,R,29.5
363,USC00029114,36.9953,-111.4914,1136.9,AZ,WAHWEAP,,,NA,TRADITIONAL,681,6.81,R,18.3
364,USC00029156,35.1706,-111.5067,2037.6,AZ,WALNUT CANYON N.M.,,,NA,TRADITIONAL,1856,18.56,R,44.7
365,USC00029158,34.9281,-112.8097,1551.4,AZ,WALNUT CREEK,,,NA,TRADITIONAL,1524,15.24,S,34.4
366,USC00029166,34.3117,-112.562,1147.3,AZ,WALNUT GROVE,,,NA,TRADITIONAL,1723,17.23,S,34.8
367,USC00029271,33.8214,-109.9839,1575.8,AZ,WHITERIVER 1 SW,,HCN,NA,TRADITIONAL,2007,20.07,R,38
368,USC00029287,33.9792,-112.7403,638.6,AZ,WICKENBURG,,HCN,NA,TRADITIONAL,1215,12.15,S,24
369,USC00029309,34.7061,-113.6136,612.6,AZ,WIKIEUP,,,NA,TRADITIONAL,931,9.31,R,19
370,USC00029334,32.2553,-109.8369,1271,AZ,WILLCOX,,,NA,TRADITIONAL,1332,13.32,S,32.6
371,USC00029359,35.2406,-112.1903,2057.4,AZ,WILLIAMS,,HCN,NA,TRADITIONAL,2232,22.32,S,49.3
372,USC00029376,35.8686,-114.6611,225.6,AZ,WILLOW BEACH,,,NA,TRADITIONAL,548,5.48,R,13.5
373,USC00029410,35.6169,-109.1244,2109.2,AZ,WINDOW ROCK 4 SW,,,NA,TRADITIONAL,1075,10.75,R,32.1
374,USC00029542,35.5247,-111.3703,1496,AZ,WUPATKI NM,,,NA,TRADITIONAL,841,8.41,R,23.1
375,USC00029562,31.4517,-110.2267,1399,AZ,Y LIGHTNING RCH,,,NA,TRADITIONAL,1629,16.29,R,35.4
376,USC00029634,33.595,-112.3014,345.9,AZ,YOUNGTOWN,,,NA,TRADITIONAL,914,9.14,C,20
377,USC00029645,34.8775,-114.1344,594.4,AZ,YUCCA 1 NNE,,,NA,TRADITIONAL,753,7.53,S,18.3
378,USC00029652,32.6114,-114.635,58.2,AZ,YUMA CITRUS STN,,HCN,NA,TRADITIONAL,368,3.68,R,8.5
379,USC00029656,32.7278,-114.6217,48.8,AZ,YUMA QUARTERMASTER DEPOT,,,NA,TRADITIONAL,359,3.59,P,5.9
380,USC00030006,35.0764,-94.2025,190.2,AR,ABBOTT,,,NA,TRADITIONAL,4798,47.98,R,65.3
381,USC00030064,35.9289,-91.0583,76.8,AR,ALICIA 2NNE,,,NA,TRADITIONAL,4527,45.27,R,65
382,USC00030130,34.7961,-92.8417,212.8,AR,ALUM FORK,,,NA,TRADITIONAL,5658,56.58,S,73.9
383,USC00030150,34.2808,-93.4614,140.2,AR,AMITY 1N,,,NA,TRADITIONAL,5833,58.33,S,75.4
384,USC00030220,34.1433,-93.0589,59.7,AR,ARKADELPHIA 2 N,,,NA,TRADITIONAL,5469,54.69,R,68.1
385,USC00030234,33.6061,-91.2186,44.2,AR,ARKANSAS CITY,,,NA,TRADITIONAL,5255,52.55,S,65.9
386,USC00030240,34.025,-91.3444,59.1,AR,ARKANSAS POST,,,NA,TRADITIONAL,5189,51.89,R,66.6
387,USC00030286,33.6194,-94.0994,97.5,AR,ASHDOWN 4 SSE,,,NA,TRADITIONAL,5205,52.05,S,69.1
388,USC00030300,34.3253,-93.9811,292.6,AR,ATHENS,,,NA,TRADITIONAL,6048,60.48,S,79.2
389,USC00030326,35.2894,-91.3533,59.4,AR,AUGUSTA,,,NA,TRADITIONAL,4927,49.27,S,69.9
390,USC00030458,35.8306,-91.7944,174,AR,BATESVILLE LVSTK,,,NA,TRADITIONAL,4775,47.75,S,69.7
391,USC00030460,35.76,-91.6389,88.4,AR,BATESVILLE L&D 1,,,NA,TRADITIONAL,4867,48.67,S,71.9
392,USC00030586,36.3219,-94.215,371.9,AR,BENTONVILLE 4 S,,,NA,TRADITIONAL,4709,47.09,R,70.9
393,USC00030616,36.4294,-93.6256,359.7,AR,BERRYVILLE 5 NW,,,NA,TRADITIONAL,4563,45.63,R,70
394,USC00030664,34.4619,-93.9983,365.8,AR,BIG FORK 1 SSE,,,NA,TRADITIONAL,6452,64.52,S,77.5
395,USC00030746,36.1067,-91.1039,73.2,AR,BLACK ROCK,,,NA,TRADITIONAL,5146,51.46,S,70.2
396,USC00030764,34.5697,-93.1947,129.8,AR,BLAKELY MTN DAM,,,NA,TRADITIONAL,5640,56.4,R,72.9
397,USC00030798,35.1161,-93.6506,129.8,AR,BLUE MTN DAM,,,NA,TRADITIONAL,4840,48.4,S,70.4
398,USC00030806,35.9239,-89.9044,76.8,AR,BLYTHEVILLE,,,NA,TRADITIONAL,4977,49.77,S,74.4
399,USC00030814,34.3267,-94.4122,358.1,AR,BOGG SPRINGS,,,NA,TRADITIONAL,5407,54.07,R,71.3
400,USC00030832,35.0931,-93.9258,182.9,AR,BOONEVILLE 3 SSE,,,NA,TRADITIONAL,4979,49.79,S,69.1
401,USC00030936,34.8822,-91.2153,56.4,AR,BRINKLEY,,HCN,NA,TRADITIONAL,4844,48.44,S,68.1
402,USC00031102,34.9817,-92.0064,91.4,AR,CABOT,,,NA,TRADITIONAL,5069,50.69,R,69.5
403,USC00031132,36.1092,-92.1636,106.7,AR,CALICO ROCK 2 WSW,,,NA,TRADITIONAL,4775,47.75,R,72.4
404,USC00031140,33.3111,-92.485,30.5,AR,CALION L&D,,,NA,TRADITIONAL,4980,49.8,R,72.6
405,USC00031152,33.59,-92.8236,35.4,AR,CAMDEN 1,,,NA,TRADITIONAL,5268,52.68,S,72.4
406,USC00031310,35.3228,-92.5672,195.1,AR,CENTER RIDGE 4 S,,,NA,TRADITIONAL,5197,51.97,R,68.7
407,USC00031442,34.68,-91.2208,54.9,AR,CLARENDON,,,NA,TRADITIONAL,5157,51.57,R,68.9
408,USC00031455,35.4833,-93.45,138.4,AR,CLARKSVILLE,,,NA,TRADITIONAL,4853,48.53,R,73.8
409,USC00031457,35.5328,-93.4036,259.1,AR,CLARKSVILLE 6 NE,,,NA,TRADITIONAL,5148,51.48,R,73.2
410,USC00031459,35.4564,-93.4425,189,AR,CLARKSVILLE 2,,,NA,TRADITIONAL,5009,50.09,R,69.4
411,USC00031492,35.5836,-92.4511,173.7,AR,CLINTON,,,NA,TRADITIONAL,5240,52.4,R,71.5
412,USC00031508,35.4364,-93.6717,142,AR,COAL HILL,,,NA,TRADITIONAL,5160,51.6,R,64.8
413,USC00031596,35.0833,-92.4294,96,AR,CONWAY,,HCN,NA,TRADITIONAL,4908,49.08,R,70.2
414,USC00031632,36.4197,-90.5858,91.4,AR,CORNING,,HCN,NA,TRADITIONAL,4733,47.33,S,70.9
415,USC00031666,34.4314,-94.4175,323.1,AR,COVE,,,NA,TRADITIONAL,5616,56.16,S,71.6
416,USC00031730,33.1111,-91.9481,54.9,AR,CROSSETT 2 SSE,,,NA,TRADITIONAL,5691,56.91,R,74.4
417,USC00031750,34.6886,-92.45,108.2,AR,CRYSTAL VALLEY,,,NA,TRADITIONAL,5468,54.68,S,75
418,USC00031829,35.4033,-92.3828,207.3,AR,DAMASCUS 2 NNE,,,NA,TRADITIONAL,5180,51.8,S,71.8
419,USC00031834,35.0375,-93.3947,114.3,AR,DANVILLE,,,NA,TRADITIONAL,5173,51.73,S,68.9
420,USC00031900,35.8272,-93.2044,723.9,AR,DEER,,,NA,TRADITIONAL,5572,55.72,S,77.1
421,USC00031948,34.0464,-94.3481,124.1,AR,DEQUEEN,,,NA,TRADITIONAL,5361,53.61,S,67.5
422,USC00031962,33.5597,-91.385,44.2,AR,DERMOTT 3 NE,,,NA,TRADITIONAL,5365,53.65,S,74.2
423,USC00031968,34.9772,-91.4978,61,AR,DES ARC,,,NA,TRADITIONAL,4883,48.83,R,70
424,USC00032015,34.1267,-94.0172,143.3,AR,DIERKS,,,NA,TRADITIONAL,5415,54.15,S,69.5
425,USC00032148,33.8847,-91.5317,49.7,AR,DUMAS,,,NA,TRADITIONAL,5094,50.94,S,63.8
426,USC00032355,33.1144,-91.2628,41.1,AR,EUDORA,,,NA,TRADITIONAL,5713,57.13,S,72.2
427,USC00032356,36.4164,-93.7917,432.8,AR,EUREKA SPRINGS 3 WNW,,HCN,NA,TRADITIONAL,4693,46.93,R,72
428,USC00032366,36.0717,-91.6169,152.4,AR,EVENING SHADE 1 NNE,,,NA,TRADITIONAL,4996,49.96,R,73.5
429,USC00032444,36.1006,-94.1744,387.1,AR,FAYETTEVILLE EXP STN,,HCN,NA,TRADITIONAL,4553,45.53,R,64.1
430,USC00032475,33.0597,-92.1236,18.3,AR,FELSENTHAL L&D,,,NA,TRADITIONAL,5882,58.82,R,71.9
431,USC00032540,33.8228,-92.3989,70.1,AR,FORDYCE,,,NA,TRADITIONAL,5577,55.77,S,73.4
432,USC00032670,33.6128,-93.8136,79.2,AR,FULTON,,,NA,TRADITIONAL,5280,52.8,R,73.5
433,USC00032760,35.1261,-91.4533,61,AR,GEORGETOWN,,,NA,TRADITIONAL,5078,50.78,R,71.1
434,USC00032794,35.9914,-92.7147,189,AR,GILBERT,,,NA,TRADITIONAL,4753,47.53,R,70.4
435,USC00032842,34.3217,-93.5617,178.3,AR,GLENWOOD,,,NA,TRADITIONAL,5867,58.67,S,74.3
436,USC00032922,34.8758,-93.6761,140.5,AR,GRAVELLY 1 ESE,,,NA,TRADITIONAL,5313,53.13,S,75.9
437,USC00032930,36.4261,-94.4481,384,AR,GRAVETTE,,HCN,NA,TRADITIONAL,4738,47.38,S,67.1
438,USC00032946,36.3392,-93.4278,414.5,AR,GREEN FOREST,,,NA,TRADITIONAL,4518,45.18,R,69
